10143;32;100;5248;5248;Shipped;8;2003;Planes;Mini Creations Ltd.;New Bedford;USA;Tam Wing C;Medium
10155;38;100;653144;653144;Shipped;10;2003;Planes;Toys of Finland, Co.;Helsinki;Finland;Karttunen Matti;Medium
10167;43;100;576372;576372;Cancelled;10;2003;Planes;Scandinavian Gift Ideas;Boras;Sweden;Larsson Maria;Medium
10178;42;100;649068;649068;Shipped;11;2003;Planes;Alpha Cognac;Toulouse;France;Roulet Annette;Medium
10186;32;100;60048;60048;Shipped;11;2003;Planes;Double Decker Gift Stores, Ltd;London;UK;Hardy Thomas;Medium
10198;42;100;748398;748398;Shipped;11;2003;Planes;Cruz & Sons Co.;Makati City;Philippines;Cruz Arnold;Large
10210;31;100;57195;57195;Shipped;1;2004;Planes;Osaka Souveniers Co.;Osaka;Japan;Kentary Mory;Medium
10222;49;100;695408;695408;Shipped;2;2004;Planes;Collectable Mini Designs Co.;San Diego;USA;Thompson Valarie;Medium
10250;45;100;81603;81603;Shipped;5;2004;Planes;The Sharp Gifts Warehouse;San Jose;USA;Frick Sue;Large
10262;49;100;656796;656796;Cancelled;6;2004;Planes;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Medium
10274;41;100;6724;6724;Shipped;7;2004;Planes;Collectables For Less Inc.;Brickhaven;USA;Nelson Allen;Medium
10284;45;100;574785;574785;Shipped;8;2004;Planes;Norway Gifts By Mail, Co.;Oslo;Norway;Klaeboe Jan;Medium
10296;36;100;567684;567684;Shipped;9;2004;Planes;Bavarian Collectables Imports, Co.;Munich;Germany;Donnermeyer Michael;Medium
10307;39;100;737997;737997;Shipped;10;2004;Planes;Classic Gift Ideas, Inc;Philadelphia;USA;Cervantes Francisca;Large
10316;27;100;370413;370413;Shipped;11;2004;Planes;giftsbymail.co.uk;Cowes;UK;Bennett Helen;Medium
10327;25;100;280475;280475;Resolved;11;2004;Planes;Danish Wholesale Imports;Kobenhavn;Denmark;Petersen Jytte;Small
10338;41;100;562479;562479;Shipped;11;2004;Planes;Royale Belge;Charleroi;Belgium;Cartrain Pascale;Medium
10351;39;9952;388128;388128;Shipped;12;2004;Planes;Stylish Desk Decors, Co.;London;UK;Brown Ann;Medium
10373;28;5755;16114;161140;Shipped;1;2005;Planes;Oulu Toy Supplies, Inc.;Oulu;Finland;Koskitalo Pirkko;Small
10386;25;5457;136425;136425;Resolved;3;2005;Planes;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Small
10398;33;100;421509;421509;Shipped;3;2005;Planes;Reims Collectables;Reims;France;Henriot Paul;Medium
10400;34;100;643382;643382;Shipped;4;2005;Planes;The Sharp Gifts Warehouse;San Jose;USA;Frick Sue;Medium
10416;24;100;435216;435216;Shipped;5;2005;Planes;L'ordine Souveniers;Reggio Emilia;Italy;Moroni Maurizio;Medium
10100;30;100;5151;5151;Shipped;1;2003;Vintage Cars;Online Diecast Creations Co.;Nashua;USA;Young Valarie;Medium
10110;42;100;6069;6069;Shipped;3;2003;Vintage Cars;AV Stores, Co.;Manchester;UK;Ashworth Victoria;Medium
10124;21;100;2856;2856;Shipped;5;2003;Vintage Cars;Signal Gift Stores;Las Vegas;USA;King Sue;Small
10149;34;100;53754;53754;Shipped;9;2003;Vintage Cars;Signal Collectibles Ltd.;Brisbane;USA;Taylor Sue;Medium
10162;29;100;51765;51765;Shipped;10;2003;Vintage Cars;Corporate Gift Ideas Co.;San Francisco;USA;Brown Julie;Medium
10173;24;100;35088;35088;Shipped;11;2003;Vintage Cars;Rovelli Gifts;Bergamo;Italy;Rovelli Giovanni;Medium
10182;44;100;75548;75548;Shipped;11;2003;Vintage Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Large
10193;21;100;31416;31416;Shipped;11;2003;Vintage Cars;Australian Collectables, Ltd;Glen Waverly;Australia;Connery Sean;Medium
10204;33;100;58905;58905;Shipped;12;2003;Vintage Cars;Muscle Machine Inc;NYC;USA;Young Jeff;Medium
10214;30;100;5967;5967;Shipped;1;2004;Vintage Cars;Corrida Auto Replicas, Ltd;Madrid;Spain;Sommer Mart¡n;Medium
10227;26;100;37128;37128;Shipped;3;2004;Vintage Cars;Saveley & Henriot, Co.;Lyon;France;Saveley Mary;Medium
10241;41;100;75973;75973;Shipped;4;2004;Vintage Cars;Mini Caravy;Strasbourg;France;Citeaux Frederique;Large
10280;26;100;36686;36686;Shipped;8;2004;Vintage Cars;Amica Models & Co.;Torino;Italy;Accorti Paolo;Medium
10288;32;100;58752;58752;Shipped;9;2004;Vintage Cars;Handji Gifts& Co;Singapore;Singapore;Victorino Wendy;Medium
10302;43;100;7310;7310;Shipped;10;2003;Vintage Cars;UK Collectables, Ltd.;Liverpool;UK;Devon Elizabeth;Large
10312;48;100;80784;80784;Shipped;10;2004;Vintage Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Large
10331;44;7404;325776;325776;Shipped;11;2004;Vintage Cars;Motor Mint Distributors Inc.;Philadelphia;USA;Hernandez Rosa;Medium
10344;45;100;7650;7650;Shipped;11;2004;Vintage Cars;Marseille Mini Autos;Marseille;France;Lebihan Laurence;Large
10367;37;100;470381;470381;Resolved;1;2005;Vintage Cars;Toys4GrownUps.com;Pasadena;USA;Young Julie;Medium
10379;39;100;539955;539955;Shipped;2;2005;Vintage Cars;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Medium
10407;76;100;140828;140828;On Hold;4;2005;Vintage Cars;The Sharp Gifts Warehouse;San Jose;USA;Frick Sue;Large
10420;37;100;52836;52836;In Process;5;2005;Vintage Cars;Souveniers And Things Co.;Chatswood;Australia;Huxley Adrian;Medium
10108;38;8239;313082;313082;Shipped;3;2003;Classic Cars;Cruz & Sons Co.;Makati City;Philippines;Cruz Arnold;Medium
10122;43;7238;311234;311234;Shipped;5;2003;Classic Cars;Marseille Mini Autos;Marseille;France;Lebihan Laurence;Medium
10135;48;7931;380688;380688;Shipped;7;2003;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Medium
10147;26;8239;214214;214214;Shipped;9;2003;Classic Cars;Collectables For Less Inc.;Brickhaven;USA;Nelson Allen;Small
10160;38;8855;33649;336490;Shipped;10;2003;Classic Cars;Men 'R' US Retailers, Ltd.;Los Angeles;USA;Chandler Michael;Medium
10170;20;6314;12628;126280;Shipped;11;2003;Classic Cars;Mini Auto Werke;Graz;Austria;Mendel Roland;Small
10181;22;7392;162624;162624;Shipped;11;2003;Classic Cars;Herkku Gifts;Bergen;Norway;Oeztan Veysel;Small
10192;45;9086;40887;408870;Shipped;11;2003;Classic Cars;Online Diecast Creations Co.;Nashua;USA;Young Valarie;Medium
10203;45;8547;384615;384615;Shipped;12;2003;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Medium
10212;20;6699;13398;133980;Shipped;1;2004;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Small
10225;47;6468;303996;303996;Shipped;2;2004;Classic Cars;Vida Sport, Ltd;Gensve;Switzerland;Holz Michael;Medium
10239;46;7392;340032;340032;Shipped;4;2004;Classic Cars;Oulu Toy Supplies, Inc.;Oulu;Finland;Koskitalo Pirkko;Medium
10253;23;8393;193039;193039;Cancelled;6;2004;Classic Cars;UK Collectables, Ltd.;Liverpool;UK;Devon Elizabeth;Small
10266;33;7469;246477;246477;Shipped;7;2004;Classic Cars;L'ordine Souveniers;Reggio Emilia;Italy;Moroni Maurizio;Small
10278;29;9086;263494;263494;Shipped;8;2004;Classic Cars;Signal Gift Stores;Las Vegas;USA;King Sue;Small
10287;44;8239;362516;362516;Shipped;8;2004;Classic Cars;Vida Sport, Ltd;Gensve;Switzerland;Holz Michael;Medium
10300;41;924;37884;37884;Shipped;10;2003;Classic Cars;Blauer See Auto, Co.;Frankfurt;Germany;Keitel Roland;Medium
10310;20;9163;18326;183260;Shipped;10;2004;Classic Cars;Toms Spezialitten, Ltd;Koln;Germany;Pfalzheim Henriette;Small
10321;37;7854;290598;290598;Shipped;11;2004;Classic Cars;FunGiftIdeas.com;New Bedford;USA;Benitez Violeta;Small
10329;29;100;295481;295481;Shipped;11;2004;Classic Cars;Land of Toys Inc.;NYC;USA;Yu Kwai;Small
10342;55;6545;359975;359975;Shipped;11;2004;Classic Cars;Australian Collectors, Co.;Melbourne;Australia;Ferguson Peter;Medium
10363;22;100;368654;368654;Shipped;1;2005;Classic Cars;Suominen Souveniers;Espoo;Finland;Suominen Kalle;Medium
10377;31;6776;210056;210056;Shipped;2;2005;Classic Cars;Toys of Finland, Co.;Helsinki;Finland;Karttunen Matti;Small
10389;49;7922;388178;388178;Shipped;3;2005;Classic Cars;Scandinavian Gift Ideas;Boras;Sweden;Larsson Maria;Medium
10405;61;7392;450912;450912;Shipped;4;2005;Classic Cars;Mini Caravy;Strasbourg;France;Citeaux Frederique;Medium
10419;39;8393;327327;327327;Shipped;5;2005;Classic Cars;Salzburg Collectables;Salzburg;Austria;Pipps Georg;Medium
10109;38;100;44327;44327;Shipped;3;2003;Classic Cars;Motor Mint Distributors Inc.;Philadelphia;USA;Hernandez Rosa;Medium
10122;31;100;410099;410099;Shipped;5;2003;Classic Cars;Marseille Mini Autos;Marseille;France;Lebihan Laurence;Medium
10136;36;100;527472;527472;Shipped;7;2003;Classic Cars;Alpha Cognac;Toulouse;France;Roulet Annette;Medium
10148;25;100;4232;4232;Shipped;9;2003;Classic Cars;Anna's Decorations, Ltd;North Sydney;Australia;O'Hara Anna;Medium
10161;48;100;614544;614544;Shipped;10;2003;Classic Cars;Heintze Collectables;Aaarhus;Denmark;Ibsen Palle;Medium
10171;35;100;46802;46802;Shipped;11;2003;Classic Cars;Quebec Home Shopping Network;Montreal;Canada;Fresnisre Jean;Medium
10181;21;100;328608;328608;Shipped;11;2003;Classic Cars;Herkku Gifts;Bergen;Norway;Oeztan Veysel;Medium
10192;47;100;74213;74213;Shipped;11;2003;Classic Cars;Online Diecast Creations Co.;Nashua;USA;Young Valarie;Large
10204;38;100;643264;643264;Shipped;12;2003;Classic Cars;Muscle Machine Inc;NYC;USA;Young Jeff;Medium
10212;41;100;484087;484087;Shipped;1;2004;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Medium
10226;24;100;389208;389208;Shipped;2;2004;Classic Cars;Collectable Mini Designs Co.;San Diego;USA;Thompson Valarie;Medium
10240;37;100;552632;552632;Shipped;4;2004;Classic Cars;Osaka Souveniers Co.;Osaka;Japan;Kentary Mory;Medium
10253;33;100;445962;445962;Cancelled;6;2004;Classic Cars;UK Collectables, Ltd.;Liverpool;UK;Devon Elizabeth;Medium
10266;49;100;62034;62034;Shipped;7;2004;Classic Cars;L'ordine Souveniers;Reggio Emilia;Italy;Moroni Maurizio;Medium
10278;29;100;375405;375405;Shipped;8;2004;Classic Cars;Signal Gift Stores;Las Vegas;USA;King Sue;Medium
10287;24;100;351648;351648;Shipped;8;2004;Classic Cars;Vida Sport, Ltd;Gensve;Switzerland;Holz Michael;Medium
10301;47;100;748804;748804;Shipped;10;2003;Classic Cars;Norway Gifts By Mail, Co.;Oslo;Norway;Klaeboe Jan;Large
10310;24;100;344808;344808;Shipped;10;2004;Classic Cars;Toms Spezialitten, Ltd;Koln;Germany;Pfalzheim Henriette;Medium
10321;25;100;3734;3734;Shipped;11;2004;Classic Cars;FunGiftIdeas.com;New Bedford;USA;Benitez Violeta;Medium
10331;30;3247;9741;97410;Shipped;11;2004;Classic Cars;Motor Mint Distributors Inc.;Philadelphia;USA;Hernandez Rosa;Small
10342;22;100;316074;316074;Shipped;11;2004;Classic Cars;Australian Collectors, Co.;Melbourne;Australia;Ferguson Peter;Medium
10356;27;6469;174663;174663;Shipped;12;2004;Classic Cars;Lyon Souveniers;Paris;France;Da Cunha Daniel;Small
10366;34;100;420784;420784;Shipped;1;2005;Classic Cars;Royale Belge;Charleroi;Belgium;Cartrain Pascale;Medium
10377;36;100;435276;435276;Shipped;2;2005;Classic Cars;Toys of Finland, Co.;Helsinki;Finland;Karttunen Matti;Medium
10390;34;4305;14637;146370;Shipped;3;2005;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Small
10406;48;100;716928;716928;Disputed;4;2005;Classic Cars;Danish Wholesale Imports;Kobenhavn;Denmark;Petersen Jytte;Large
10419;34;100;459476;459476;Shipped;5;2005;Classic Cars;Salzburg Collectables;Salzburg;Austria;Pipps Georg;Medium
10104;24;100;345792;345792;Shipped;1;2003;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Medium
10115;46;100;738116;738116;Shipped;4;2003;Classic Cars;Classic Legends Inc.;NYC;USA;Hernandez Maria;Large
10127;45;100;71469;71469;Shipped;6;2003;Classic Cars;Muscle Machine Inc;NYC;USA;Young Jeff;Large
10141;39;100;593853;593853;Shipped;8;2003;Classic Cars;Suominen Souveniers;Espoo;Finland;Suominen Kalle;Medium
10151;43;100;711091;711091;Shipped;9;2003;Classic Cars;Oulu Toy Supplies, Inc.;Oulu;Finland;Koskitalo Pirkko;Large
10165;29;100;503295;503295;Shipped;10;2003;Classic Cars;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad Eric;Medium
10176;20;100;36676;36676;Shipped;11;2003;Classic Cars;L'ordine Souveniers;Reggio Emilia;Italy;Moroni Maurizio;Medium
10184;46;100;738116;738116;Shipped;11;2003;Classic Cars;Iberia Gift Imports, Corp.;Sevilla;Spain;Roel Jose Pedro;Large
10195;27;100;512811;512811;Shipped;11;2003;Classic Cars;Mini Classics;White Plains;USA;Frick Steve;Medium
10207;44;100;706024;706024;Shipped;12;2003;Classic Cars;Diecast Collectables;Boston;USA;Franco Valarie;Large
10219;43;100;844864;844864;Shipped;2;2004;Classic Cars;Signal Collectibles Ltd.;Brisbane;USA;Taylor Sue;Large
10230;49;100;730051;730051;Shipped;3;2004;Classic Cars;Blauer See Auto, Co.;Frankfurt;Germany;Keitel Roland;Large
10246;40;100;65492;65492;Shipped;5;2004;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Medium
10259;30;100;56979;56979;Shipped;6;2004;Classic Cars;Handji Gifts& Co;Singapore;Singapore;Victorino Wendy;Medium
10271;50;100;9169;9169;Shipped;7;2004;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Large
10282;23;100;323863;323863;Shipped;8;2004;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Medium
10292;26;100;455494;455494;Shipped;9;2004;Classic Cars;Land of Toys Inc.;NYC;USA;Yu Kwai;Medium
10305;27;100;393444;393444;Shipped;10;2004;Classic Cars;Marta's Replicas Co.;Cambridge;USA;Hernandez Marta;Medium
10314;42;100;577626;577626;Shipped;10;2004;Classic Cars;Heintze Collectables;Aaarhus;Denmark;Ibsen Palle;Medium
10324;47;100;720745;720745;Shipped;11;2004;Classic Cars;Vitachrome Inc.;NYC;USA;Frick Michael;Large
10336;49;100;746074;746074;Shipped;11;2004;Classic Cars;La Corne D'abondance, Co.;Paris;France;Bertrand Marie;Large
10349;38;100;671954;671954;Shipped;12;2004;Classic Cars;Muscle Machine Inc;NYC;USA;Young Jeff;Medium
10358;20;100;2428;2428;Shipped;12;2004;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Small
10371;25;100;260225;260225;Shipped;1;2005;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Small
10382;25;88;2200;2200;Shipped;2;2005;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Small
10412;41;100;671293;671293;Shipped;5;2005;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Medium
10425;28;100;531804;531804;In Process;5;2005;Classic Cars;La Rochelle Gifts;Nantes;France;Labrune Janine;Medium
10100;50;678;3390;33900;Shipped;1;2003;Vintage Cars;Online Diecast Creations Co.;Nashua;USA;Young Valarie;Medium
10110;32;5025;1608;160800;Shipped;3;2003;Vintage Cars;AV Stores, Co.;Manchester;UK;Ashworth Victoria;Small
10124;42;5388;226296;226296;Shipped;5;2003;Vintage Cars;Signal Gift Stores;Las Vegas;USA;King Sue;Small
10149;24;6236;149664;149664;Shipped;9;2003;Vintage Cars;Signal Collectibles Ltd.;Brisbane;USA;Taylor Sue;Small
10162;27;6962;187974;187974;Shipped;10;2003;Vintage Cars;Corporate Gift Ideas Co.;San Francisco;USA;Brown Julie;Small
10173;26;5751;149526;149526;Shipped;11;2003;Vintage Cars;Rovelli Gifts;Bergamo;Italy;Rovelli Giovanni;Small
10182;38;6115;23237;232370;Shipped;11;2003;Vintage Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Small
10193;42;5933;249186;249186;Shipped;11;2003;Vintage Cars;Australian Collectables, Ltd;Glen Waverly;Australia;Connery Sean;Small
10204;23;7144;164312;164312;Shipped;12;2003;Vintage Cars;Muscle Machine Inc;NYC;USA;Young Jeff;Small
10214;21;6296;132216;132216;Shipped;1;2004;Vintage Cars;Corrida Auto Replicas, Ltd;Madrid;Spain;Sommer Mart¡n;Small
10227;28;5085;14238;142380;Shipped;3;2004;Vintage Cars;Saveley & Henriot, Co.;Lyon;France;Saveley Mary;Small
10241;33;7265;239745;239745;Shipped;4;2004;Vintage Cars;Mini Caravy;Strasbourg;France;Citeaux Frederique;Small
10280;25;6296;1574;157400;Shipped;8;2004;Vintage Cars;Amica Models & Co.;Torino;Italy;Accorti Paolo;Small
10288;28;6175;1729;172900;Shipped;9;2004;Vintage Cars;Handji Gifts& Co;Singapore;Singapore;Victorino Wendy;Small
10303;46;4904;225584;225584;Shipped;10;2004;Vintage Cars;Iberia Gift Imports, Corp.;Sevilla;Spain;Roel Jose Pedro;Small
10312;30;6115;18345;183450;Shipped;10;2004;Vintage Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Small
10332;38;8425;32015;320150;Shipped;11;2004;Vintage Cars;AV Stores, Co.;Manchester;UK;Ashworth Victoria;Medium
10344;40;5691;22764;227640;Shipped;11;2004;Vintage Cars;Marseille Mini Autos;Marseille;France;Lebihan Laurence;Small
10367;45;100;88848;88848;Resolved;1;2005;Vintage Cars;Toys4GrownUps.com;Pasadena;USA;Young Julie;Large
10379;27;493;13311;13311;Shipped;2;2005;Vintage Cars;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Small
10407;42;7265;30513;305130;On Hold;4;2005;Vintage Cars;The Sharp Gifts Warehouse;San Jose;USA;Frick Sue;Medium
10420;36;6357;228852;228852;In Process;5;2005;Vintage Cars;Souveniers And Things Co.;Chatswood;Australia;Huxley Adrian;Small
10104;29;100;377261;377261;Shipped;1;2003;Trucks and Buses;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Medium
10114;39;100;416442;416442;Shipped;4;2003;Trucks and Buses;La Corne D'abondance, Co.;Paris;France;Bertrand Marie;Medium
10127;45;100;629595;629595;Shipped;6;2003;Trucks and Buses;Muscle Machine Inc;NYC;USA;Young Jeff;Medium
10141;47;100;628766;628766;Shipped;8;2003;Trucks and Buses;Suominen Souveniers;Espoo;Finland;Suominen Kalle;Medium
10151;49;100;541254;541254;Shipped;9;2003;Trucks and Buses;Oulu Toy Supplies, Inc.;Oulu;Finland;Koskitalo Pirkko;Medium
10165;46;100;598414;598414;Shipped;10;2003;Trucks and Buses;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad Eric;Medium
10175;48;100;589104;589104;Shipped;11;2003;Trucks and Buses;Stylish Desk Decors, Co.;London;UK;Brown Ann;Medium
10184;46;100;598414;598414;Shipped;11;2003;Trucks and Buses;Iberia Gift Imports, Corp.;Sevilla;Spain;Roel Jose Pedro;Medium
10195;35;100;360815;360815;Shipped;11;2003;Trucks and Buses;Mini Classics;White Plains;USA;Frick Steve;Medium
10207;43;100;575254;575254;Shipped;12;2003;Trucks and Buses;Diecast Collectables;Boston;USA;Franco Valarie;Medium
10229;26;100;376532;376532;Shipped;3;2004;Trucks and Buses;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Medium
10246;22;9818;215996;215996;Shipped;5;2004;Trucks and Buses;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Small
10259;34;9941;337994;337994;Shipped;6;2004;Trucks and Buses;Handji Gifts& Co;Singapore;Singapore;Victorino Wendy;Medium
10271;50;100;50935;50935;Shipped;7;2004;Trucks and Buses;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Medium
10281;48;100;577344;577344;Shipped;8;2004;Trucks and Buses;Diecast Classics Inc.;Allentown;USA;Yu Kyung;Medium
10292;41;100;452886;452886;Shipped;9;2004;Trucks and Buses;Land of Toys Inc.;NYC;USA;Yu Kwai;Medium
10305;36;100;481608;481608;Shipped;10;2004;Trucks and Buses;Marta's Replicas Co.;Cambridge;USA;Hernandez Marta;Medium
10313;29;100;341678;341678;Shipped;10;2004;Trucks and Buses;Canadian Gift Exchange Network;Vancouver;Canada;Tannamuri Yoshi;Medium
10324;33;3748;123684;123684;Shipped;11;2004;Trucks and Buses;Vitachrome Inc.;NYC;USA;Frick Michael;Small
10334;46;100;581486;581486;On Hold;11;2004;Trucks and Buses;Volvo Model Replicas, Co;Lule;Sweden;Berglund Christina;Medium
10349;38;100;522348;522348;Shipped;12;2004;Trucks and Buses;Muscle Machine Inc;NYC;USA;Young Jeff;Medium
10358;20;3642;7284;72840;Shipped;12;2004;Trucks and Buses;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Small
10370;22;100;3949;3949;Shipped;1;2005;Trucks and Buses;Anna's Decorations, Ltd;North Sydney;Australia;O'Hara Anna;Medium
10383;27;100;384399;384399;Shipped;2;2005;Trucks and Buses;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Medium
10412;56;9818;549808;549808;Shipped;5;2005;Trucks and Buses;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Medium
10425;38;9941;377758;377758;In Process;5;2005;Trucks and Buses;La Rochelle Gifts;Nantes;France;Labrune Janine;Medium
10101;25;100;3782;3782;Shipped;1;2003;Vintage Cars;Blauer See Auto, Co.;Frankfurt;Germany;Keitel Roland;Medium
10110;33;100;385968;385968;Shipped;3;2003;Vintage Cars;AV Stores, Co.;Manchester;UK;Ashworth Victoria;Medium
10124;42;100;443184;443184;Shipped;5;2003;Vintage Cars;Signal Gift Stores;Las Vegas;USA;King Sue;Medium
10149;33;100;495033;495033;Shipped;9;2003;Vintage Cars;Signal Collectibles Ltd.;Brisbane;USA;Taylor Sue;Medium
10162;38;100;42997;42997;Shipped;10;2003;Vintage Cars;Corporate Gift Ideas Co.;San Francisco;USA;Brown Julie;Medium
10173;31;100;449283;449283;Shipped;11;2003;Vintage Cars;Rovelli Gifts;Bergamo;Italy;Rovelli Giovanni;Medium
10182;20;100;2212;2212;Shipped;11;2003;Vintage Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Small
10193;44;100;464288;464288;Shipped;11;2003;Vintage Cars;Australian Collectables, Ltd;Glen Waverly;Australia;Connery Sean;Medium
10204;26;100;320632;320632;Shipped;12;2003;Vintage Cars;Muscle Machine Inc;NYC;USA;Young Jeff;Medium
10214;27;100;360423;360423;Shipped;1;2004;Vintage Cars;Corrida Auto Replicas, Ltd;Madrid;Spain;Sommer Mart¡n;Medium
10227;46;100;701776;701776;Shipped;3;2004;Vintage Cars;Saveley & Henriot, Co.;Lyon;France;Saveley Mary;Large
10243;47;100;615418;615418;Shipped;4;2004;Vintage Cars;Diecast Collectables;Boston;USA;Franco Valarie;Medium
10280;37;100;47508;47508;Shipped;8;2004;Vintage Cars;Amica Models & Co.;Torino;Italy;Accorti Paolo;Medium
10288;31;100;382292;382292;Shipped;9;2004;Vintage Cars;Handji Gifts& Co;Singapore;Singapore;Victorino Wendy;Medium
10304;24;100;24408;24408;Shipped;10;2004;Vintage Cars;Auto Assoc. & Cie.;Versailles;France;Tonini Daniel;Small
10312;31;100;472936;472936;Shipped;10;2004;Vintage Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Medium
10322;50;100;125365;125365;Shipped;11;2004;Vintage Cars;Online Diecast Creations Co.;Nashua;USA;Young Valarie;Large
10332;35;6469;226415;226415;Shipped;11;2004;Vintage Cars;AV Stores, Co.;Manchester;UK;Ashworth Victoria;Small
10344;30;100;39282;39282;Shipped;11;2004;Vintage Cars;Marseille Mini Autos;Marseille;France;Lebihan Laurence;Medium
10356;29;100;363022;363022;Shipped;12;2004;Vintage Cars;Lyon Souveniers;Paris;France;Da Cunha Daniel;Medium
10367;27;100;419607;419607;Resolved;1;2005;Vintage Cars;Toys4GrownUps.com;Pasadena;USA;Young Julie;Medium
10380;40;100;49316;49316;Shipped;2;2005;Vintage Cars;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Medium
10390;31;9899;306869;306869;Shipped;3;2005;Vintage Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Medium
10409;6;100;78564;78564;Shipped;4;2005;Vintage Cars;Handji Gifts& Co;Singapore;Singapore;Victorino Wendy;Small
10420;45;100;4977;4977;In Process;5;2005;Vintage Cars;Souveniers And Things Co.;Chatswood;Australia;Huxley Adrian;Medium
10103;22;5409;118998;118998;Shipped;1;2003;Trucks and Buses;Baane Mini Imports;Stavern;Norway;Bergulfsen Jonas;Small
10114;45;6867;309015;309015;Shipped;4;2003;Trucks and Buses;La Corne D'abondance, Co.;Paris;France;Bertrand Marie;Medium
10126;43;6502;279586;279586;Shipped;5;2003;Trucks and Buses;Corrida Auto Replicas, Ltd;Madrid;Spain;Sommer Mart¡n;Small
10140;46;6199;285154;285154;Shipped;7;2003;Trucks and Buses;Technics Stores Inc.;Burlingame;USA;Hirano Juri;Small
10151;39;6928;270192;270192;Shipped;9;2003;Trucks and Buses;Oulu Toy Supplies, Inc.;Oulu;Finland;Koskitalo Pirkko;Small
10165;31;711;22041;22041;Shipped;10;2003;Trucks and Buses;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad Eric;Small
10175;41;6928;284048;284048;Shipped;11;2003;Trucks and Buses;Stylish Desk Decors, Co.;London;UK;Brown Ann;Small
10184;44;6016;264704;264704;Shipped;11;2003;Trucks and Buses;Iberia Gift Imports, Corp.;Sevilla;Spain;Roel Jose Pedro;Small
10194;45;7049;317205;317205;Shipped;11;2003;Trucks and Buses;Saveley & Henriot, Co.;Lyon;France;Saveley Mary;Medium
10207;37;6989;258593;258593;Shipped;12;2003;Trucks and Buses;Diecast Collectables;Boston;USA;Franco Valarie;Small
10217;35;6138;21483;214830;Shipped;2;2004;Trucks and Buses;Handji Gifts& Co;Singapore;Singapore;Victorino Wendy;Small
10229;28;5955;16674;166740;Shipped;3;2004;Trucks and Buses;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Small
10246;30;6199;18597;185970;Shipped;5;2004;Trucks and Buses;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Small
10259;30;4922;14766;147660;Shipped;6;2004;Trucks and Buses;Handji Gifts& Co;Singapore;Singapore;Victorino Wendy;Small
10271;25;6928;1732;173200;Shipped;7;2004;Trucks and Buses;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Small
10281;29;5773;167417;167417;Shipped;8;2004;Trucks and Buses;Diecast Classics Inc.;Allentown;USA;Yu Kyung;Small
10291;26;5773;150098;150098;Shipped;9;2004;Trucks and Buses;Scandinavian Gift Ideas;Boras;Sweden;Larsson Maria;Small
10305;41;5348;219268;219268;Shipped;10;2004;Trucks and Buses;Marta's Replicas Co.;Cambridge;USA;Hernandez Marta;Small
10313;34;5287;179758;179758;Shipped;10;2004;Trucks and Buses;Canadian Gift Exchange Network;Vancouver;Canada;Tannamuri Yoshi;Small
